filename,width,height,channels,file_size_mb
Oil (233).jpg,1920,1080,3,0.7779836654663086
Oil (234).jpg,1920,1080,3,0.7848186492919922
Oil (236).jpg,1920,1080,3,0.7727155685424805
Oil (238).jpg,1920,1080,3,0.7725887298583984
Oil (24).jpg,1920,1080,3,0.8975114822387695
Oil (241).jpg,1920,1080,3,0.6725902557373047
Oil (243).jpg,1920,1080,3,0.678400993347168
Oil (244).jpg,1920,1080,3,0.6798429489135742
Oil (245).jpg,1920,1080,3,0.6784896850585938
Oil (246).jpg,1920,1080,3,0.8632383346557617
Oil (248).jpg,1920,1080,3,0.6130475997924805
Oil (25).jpg,1920,1080,3,0.8553619384765625
Oil (250).jpg,1920,1080,3,0.5860509872436523
Oil (252).jpg,1920,1080,3,0.7402276992797852
Oil (253).jpg,1920,1080,3,0.7407855987548828
Oil (254).jpg,1920,1080,3,0.7460756301879883
Oil (255).jpg,1920,1080,3,0.7277507781982422
Oil (257).jpg,1920,1080,3,0.6711788177490234
Oil (258).jpg,1920,1080,3,0.6676931381225586
Oil (26).jpg,1920,1080,3,0.8619327545166016
Oil (260).jpg,1920,1080,3,0.6459903717041016
Oil (261).jpg,1920,1080,3,0.6441726684570312
Oil (262).jpg,1920,1080,3,0.6397953033447266
Oil (263).jpg,1920,1080,3,0.641179084777832
Oil (264).jpg,1920,1080,3,0.6348228454589844
Oil (266).jpg,1920,1080,3,0.6376810073852539
Oil (267).jpg,1920,1080,3,0.6376810073852539
Oil (268).jpg,1920,1080,3,0.7639064788818359
Oil (269).jpg,1920,1080,3,0.7673883438110352
Oil (270).jpg,1920,1080,3,0.7396211624145508
Oil (271).jpg,1920,1080,3,0.37468433380126953
Oil (272).jpg,1920,1080,3,0.3331003189086914
Oil (273).jpg,1920,1080,3,0.5370969772338867
Oil (274).jpg,1920,1080,3,0.3347444534301758
Oil (276).jpg,1920,1080,3,0.30096435546875
Oil (277).jpg,1920,1080,3,0.3232412338256836
Oil (278).jpg,1920,1080,3,0.526885986328125
Oil (28).jpg,1920,1080,3,0.8507471084594727
Oil (286).jpg,1920,1080,3,0.4367551803588867
Oil (289).jpg,1920,1080,3,0.34043025970458984
Oil (29).jpg,1920,1080,3,0.8496723175048828
Oil (290).jpg,1920,1080,3,0.47124671936035156
Oil (292).jpg,1920,1080,3,0.5207042694091797
Oil (293).jpg,1920,1080,3,0.4999723434448242
Oil (294).jpg,1920,1080,3,0.5191640853881836
Oil (295).jpg,1920,1080,3,0.5246076583862305
Oil (296).jpg,1920,1080,3,0.5223541259765625
Oil (297).jpg,1920,1080,3,0.7600383758544922
Oil (298).jpg,1920,1080,3,0.749786376953125
Oil (299).jpg,1920,1080,3,0.7426385879516602
Oil (3).jpg,1920,1080,3,0.7054510116577148
